Datetime,Average Funding Rate
2023-06-03 09:00:00+00:00,0.001252189
2023-06-04 09:00:00+00:00,0.000840842
2023-06-05 09:00:00+00:00,6.35e-05
2023-06-06 09:00:00+00:00,-0.000165023
2023-06-07 09:00:00+00:00,0.001663882
2023-06-08 09:00:00+00:00,0.000595433
2023-06-09 09:00:00+00:00,0.00024604
2023-06-10 09:00:00+00:00,0.000807199
2023-06-11 09:00:00+00:00,-0.000296037
2023-06-12 09:00:00+00:00,-5.39e-05
2023-06-13 09:00:00+00:00,0.000193542
2023-06-14 09:00:00+00:00,-0.000527074
2023-06-15 09:00:00+00:00,-0.000492278
2023-06-16 09:00:00+00:00,0.000568074
2023-06-17 09:00:00+00:00,0.00159254
2023-06-18 09:00:00+00:00,0.000723277
2023-06-19 09:00:00+00:00,0.00073811
2023-06-20 09:00:00+00:00,0.000426313
2023-06-21 09:00:00+00:00,0.001166057
2023-06-22 09:00:00+00:00,0.000703566
2023-06-23 09:00:00+00:00,-0.000103008
2023-06-24 09:00:00+00:00,0.001300641
2023-06-25 09:00:00+00:00,0.000877052
2023-06-26 09:00:00+00:00,0.00112953
2023-06-27 09:00:00+00:00,0.002009169
2023-06-28 09:00:00+00:00,0.000410637
2023-06-29 09:00:00+00:00,0.001125242
2023-06-30 09:00:00+00:00,0.001309521
2023-07-01 09:00:00+00:00,1.25e-05
2023-07-02 09:00:00+00:00,0.000236714
2023-07-03 09:00:00+00:00,-0.000554968
2023-07-04 09:00:00+00:00,0.00057841
2023-07-05 09:00:00+00:00,0.001214295
2023-07-06 09:00:00+00:00,0.000830474
2023-07-07 09:00:00+00:00,-6.01e-05
2023-07-08 09:00:00+00:00,0.000346302
2023-07-09 09:00:00+00:00,0.000374979
2023-07-10 09:00:00+00:00,1.31e-05
2023-07-11 09:00:00+00:00,0.000554405
2023-07-12 09:00:00+00:00,0.000957863
2023-07-13 09:00:00+00:00,0.000270542
2023-07-14 09:00:00+00:00,0.001679146
2023-07-15 09:00:00+00:00,0.000490709
2023-07-16 09:00:00+00:00,0.000895423
2023-07-17 09:00:00+00:00,0.000910288
2023-07-18 09:00:00+00:00,-0.000626228
2023-07-19 09:00:00+00:00,-0.000531851
2023-07-20 09:00:00+00:00,0.000384008
2023-07-21 09:00:00+00:00,0.000669353
2023-07-22 09:00:00+00:00,0.000539743
2023-07-23 09:00:00+00:00,0.000452553
2023-07-24 09:00:00+00:00,0.000438346
2023-07-25 09:00:00+00:00,8.3e-05
2023-07-26 09:00:00+00:00,4.19e-05
2023-07-27 09:00:00+00:00,-0.000126791
2023-07-28 09:00:00+00:00,-4.6e-05
2023-07-29 09:00:00+00:00,-0.000544022
2023-07-30 09:00:00+00:00,0.00029091
2023-07-31 09:00:00+00:00,-0.00021897
2023-08-01 09:00:00+00:00,-0.00026842
2023-08-02 09:00:00+00:00,-0.000350084
2023-08-03 09:00:00+00:00,0.00025287
2023-08-04 09:00:00+00:00,0.000443814
2023-08-05 09:00:00+00:00,0.000145082
2023-08-06 09:00:00+00:00,0.000194924
2023-08-07 09:00:00+00:00,0.000123855
2023-08-08 09:00:00+00:00,0.000374712
2023-08-09 09:00:00+00:00,0.000287015
2023-08-10 09:00:00+00:00,-1.84e-05
2023-08-11 09:00:00+00:00,0.0010238
2023-08-12 09:00:00+00:00,-4.35e-05
2023-08-13 09:00:00+00:00,0.000192041
2023-08-14 09:00:00+00:00,0.00081941
2023-08-15 09:00:00+00:00,0.000668136
2023-08-16 09:00:00+00:00,-0.000138298
2023-08-17 09:00:00+00:00,0.000206594
2023-08-18 09:00:00+00:00,7.16e-05
2023-08-19 09:00:00+00:00,-0.000613419
2023-08-20 09:00:00+00:00,-4.25e-05
2023-08-21 09:00:00+00:00,-0.000562121
2023-08-22 09:00:00+00:00,-0.00050893
2023-08-23 09:00:00+00:00,-0.000190233
2023-08-24 09:00:00+00:00,0.000279664
2023-08-25 09:00:00+00:00,0.000121094
2023-08-26 09:00:00+00:00,-0.000290422
2023-08-27 09:00:00+00:00,-0.000570352
2023-08-28 09:00:00+00:00,7.75e-05
2023-08-29 09:00:00+00:00,-0.000214021
2023-08-30 09:00:00+00:00,0.00038808
2023-08-31 09:00:00+00:00,0.000653226
2023-09-01 09:00:00+00:00,0.000245415
2023-09-02 09:00:00+00:00,-0.000279323
2023-09-03 09:00:00+00:00,-0.000329714
2023-09-04 09:00:00+00:00,-0.000950581
2023-09-05 09:00:00+00:00,-0.000538378
2023-09-06 09:00:00+00:00,4.34e-05
2023-09-07 09:00:00+00:00,0.000450491
2023-09-08 09:00:00+00:00,-0.000201701
2023-09-09 09:00:00+00:00,0.000441952
2023-09-10 09:00:00+00:00,0.0
2023-09-11 09:00:00+00:00,-6.98e-05
2023-09-12 09:00:00+00:00,0.000149351
2023-09-13 09:00:00+00:00,2.58e-06
2023-09-14 09:00:00+00:00,0.000498196
2023-09-15 09:00:00+00:00,0.000457427
2023-09-16 09:00:00+00:00,-0.00032229
2023-09-17 09:00:00+00:00,0.0002052
2023-09-18 09:00:00+00:00,-0.000448301
2023-09-19 09:00:00+00:00,0.000267041
2023-09-20 09:00:00+00:00,-0.000337733
2023-09-21 09:00:00+00:00,9.88e-05
2023-09-22 09:00:00+00:00,0.000869077
2023-09-23 09:00:00+00:00,0.0
2023-09-24 09:00:00+00:00,5.15e-05
2023-09-25 09:00:00+00:00,0.000219777
2023-09-26 09:00:00+00:00,0.0
2023-09-27 09:00:00+00:00,
2023-02-08 17:00:00+00:00,
2023-02-09 17:00:00+00:00,0.0
2023-02-10 17:00:00+00:00,9.32e-05
2023-02-11 17:00:00+00:00,0.000196897
2023-02-12 17:00:00+00:00,-0.001941706
2023-02-13 17:00:00+00:00,-0.001455081
2023-02-14 17:00:00+00:00,-0.001019043
2023-02-15 17:00:00+00:00,0.0
2023-02-16 17:00:00+00:00,-0.000490221
2023-02-17 17:00:00+00:00,-0.000353562
2023-02-18 17:00:00+00:00,0.000598832
2023-02-19 17:00:00+00:00,0.000559777
2023-02-20 17:00:00+00:00,0.000606301
2023-02-21 17:00:00+00:00,0.000588344
2023-02-22 17:00:00+00:00,0.000765962
2023-02-23 17:00:00+00:00,0.00132513
2023-02-24 17:00:00+00:00,0.00154526
2023-02-25 17:00:00+00:00,0.00105844
2023-02-26 17:00:00+00:00,0.0
2023-02-27 17:00:00+00:00,0.000344312
2023-02-28 17:00:00+00:00,0.000595365
2023-03-01 17:00:00+00:00,-0.001733374
2023-03-02 17:00:00+00:00,-0.009245396
2023-03-03 17:00:00+00:00,-0.007803277
2023-03-04 17:00:00+00:00,-0.001178919
2023-03-05 17:00:00+00:00,-0.003996928
2023-03-06 17:00:00+00:00,-0.00301929
2023-03-07 17:00:00+00:00,-0.001722866
2023-03-08 17:00:00+00:00,-0.001301763
2023-03-09 17:00:00+00:00,-0.000375953
2023-03-10 17:00:00+00:00,-0.002696405
2023-03-11 17:00:00+00:00,-0.005153458
2023-03-12 17:00:00+00:00,-0.00449166
2023-03-13 17:00:00+00:00,0.004159899
2023-03-14 17:00:00+00:00,0.00453634
2023-03-15 17:00:00+00:00,0.002358072
2023-03-16 17:00:00+00:00,-0.000777995
2023-03-17 17:00:00+00:00,0.000957892
2023-03-18 17:00:00+00:00,0.000713203
2023-03-19 17:00:00+00:00,0.002051085
2023-03-20 17:00:00+00:00,0.002982855
2023-03-21 17:00:00+00:00,0.002308768
2023-03-22 17:00:00+00:00,0.002583954
2023-03-23 17:00:00+00:00,0.00276199
2023-03-24 17:00:00+00:00,0.001739357
2023-03-25 17:00:00+00:00,0.000155146
2023-03-26 17:00:00+00:00,-0.000516661
2023-03-27 17:00:00+00:00,-0.000908549
2023-03-28 17:00:00+00:00,-0.001072001
2023-03-29 17:00:00+00:00,-0.000794749
2023-03-30 17:00:00+00:00,-0.000396122
2023-03-31 17:00:00+00:00,0.000684278
2023-04-01 17:00:00+00:00,0.000538957
2023-04-02 17:00:00+00:00,0.000430142
2023-04-03 17:00:00+00:00,2.32e-06
2023-04-04 17:00:00+00:00,-0.000584458
2023-04-05 17:00:00+00:00,0.00070233
2023-04-06 17:00:00+00:00,0.00041889
2023-04-07 17:00:00+00:00,0.00091232
2023-04-08 17:00:00+00:00,0.000471085
2023-04-09 17:00:00+00:00,-8.56e-05
2023-04-10 17:00:00+00:00,-4.19e-05
2023-04-11 17:00:00+00:00,0.000854122
2023-04-12 17:00:00+00:00,-6.33e-05
2023-04-13 17:00:00+00:00,-0.000698671
2023-04-14 17:00:00+00:00,-6.37e-05
2023-04-15 17:00:00+00:00,0.001331186
2023-04-16 17:00:00+00:00,0.001907491
2023-04-17 17:00:00+00:00,0.001799787
2023-04-18 17:00:00+00:00,0.001062291
2023-04-19 17:00:00+00:00,0.000628833
2023-04-20 17:00:00+00:00,-6.61e-05
2023-04-21 17:00:00+00:00,-0.001075329
2023-04-22 17:00:00+00:00,-0.001221659
2023-04-23 17:00:00+00:00,-0.00081291
2023-04-24 17:00:00+00:00,-0.000655348
2023-04-25 17:00:00+00:00,-0.000998246
2023-04-26 17:00:00+00:00,0.000382375
2023-04-27 17:00:00+00:00,3.72e-05
2023-04-28 17:00:00+00:00,0.000632593
2023-04-29 17:00:00+00:00,0.00018503
2023-04-30 17:00:00+00:00,0.000363236
2023-05-01 17:00:00+00:00,0.001113669
2023-05-02 17:00:00+00:00,0.000168714
2023-05-03 17:00:00+00:00,-0.000399783
2023-05-04 17:00:00+00:00,0.000639329
2023-05-05 17:00:00+00:00,0.000441149
2023-05-06 17:00:00+00:00,0.000315063
2023-05-07 17:00:00+00:00,0.000675756
2023-05-08 17:00:00+00:00,0.000750422
2023-05-09 17:00:00+00:00,-0.000756043
2023-05-10 17:00:00+00:00,5.21e-05
2023-05-11 17:00:00+00:00,-7.5e-05
2023-05-12 17:00:00+00:00,0.000662026
2023-05-13 17:00:00+00:00,-0.001284767
2023-05-14 17:00:00+00:00,-0.000705577
2023-05-15 17:00:00+00:00,-0.000765576
2023-05-16 17:00:00+00:00,-0.000400413
2023-05-17 17:00:00+00:00,-0.000229925
2023-05-18 17:00:00+00:00,-0.000177865
2023-05-19 17:00:00+00:00,-0.000399885
2023-05-20 17:00:00+00:00,-0.000463293
2023-05-21 17:00:00+00:00,-6.07e-05
2023-05-22 17:00:00+00:00,9.93e-05
2023-05-23 17:00:00+00:00,0.000257433
2023-05-24 17:00:00+00:00,0.00063169
2023-05-25 17:00:00+00:00,0.000494356
2023-05-26 17:00:00+00:00,0.000569922
2023-05-27 17:00:00+00:00,0.00028622
2023-05-28 17:00:00+00:00,-0.000234336
2023-05-29 17:00:00+00:00,-0.000104366
2023-05-30 17:00:00+00:00,-0.000199438
2023-05-31 17:00:00+00:00,-0.00052149
2023-06-01 17:00:00+00:00,-8.85e-05
2023-06-02 17:00:00+00:00,0.000724611
2023-06-03 17:00:00+00:00,0.000684324
2023-06-04 17:00:00+00:00,0.0
2023-06-05 17:00:00+00:00,-0.00030506
2023-06-06 17:00:00+00:00,0.0
2023-06-07 17:00:00+00:00,0.001255414
2023-06-08 17:00:00+00:00,0.000525457
2023-06-09 17:00:00+00:00,0.000344352
2023-06-10 17:00:00+00:00,0.000762526
2023-06-11 17:00:00+00:00,-0.000269151
2023-06-12 17:00:00+00:00,-5.3e-05
2023-06-13 17:00:00+00:00,0.00023796
2023-06-14 17:00:00+00:00,-0.000726265
2023-06-15 17:00:00+00:00,-0.000464238
2023-06-16 17:00:00+00:00,0.000606412
2023-06-17 17:00:00+00:00,0.001265964
2023-06-18 17:00:00+00:00,0.000738834
2023-06-19 17:00:00+00:00,0.000698148
2023-06-20 17:00:00+00:00,0.000973102
2023-06-21 17:00:00+00:00,0.001413151
2023-06-22 17:00:00+00:00,0.000655579
2023-06-23 17:00:00+00:00,0.000168476
2023-06-24 17:00:00+00:00,0.001043927
2023-06-25 17:00:00+00:00,0.000657676
2023-06-26 17:00:00+00:00,0.000893258
2023-06-27 17:00:00+00:00,0.001104253
2023-06-28 17:00:00+00:00,0.000277214
2023-06-29 17:00:00+00:00,0.001570958
2023-06-30 17:00:00+00:00,0.000321941
2023-07-01 17:00:00+00:00,-8.44e-05
2023-07-02 17:00:00+00:00,0.000675824
2023-07-03 17:00:00+00:00,-0.000319758
2023-07-04 17:00:00+00:00,0.000354527
2023-07-05 17:00:00+00:00,0.00105946
2023-07-06 17:00:00+00:00,0.000589239
2023-07-07 17:00:00+00:00,0.000163693
2023-07-08 17:00:00+00:00,0.00065182
2023-07-09 17:00:00+00:00,0.000528114
2023-07-10 17:00:00+00:00,0.000539194
2023-07-11 17:00:00+00:00,0.000618692
2023-07-12 17:00:00+00:00,0.000751436
2023-07-13 17:00:00+00:00,0.000604684
2023-07-14 17:00:00+00:00,0.000675524
2023-07-15 17:00:00+00:00,-0.000228848
2023-07-16 17:00:00+00:00,0.000984701
2023-07-17 17:00:00+00:00,0.000276366
2023-07-18 17:00:00+00:00,-0.000303408
2023-07-19 17:00:00+00:00,9.27e-05
2023-07-20 17:00:00+00:00,0.000483155
2023-07-21 17:00:00+00:00,0.000771414
2023-07-22 17:00:00+00:00,-0.000364619
2023-07-23 17:00:00+00:00,0.000526583
2023-07-24 17:00:00+00:00,0.000118452
2023-07-25 17:00:00+00:00,7.15e-05
2023-07-26 17:00:00+00:00,0.000154513
2023-07-27 17:00:00+00:00,-0.000424135
2023-07-28 17:00:00+00:00,0.000264329
2023-07-29 17:00:00+00:00,-0.000334047
2023-07-30 17:00:00+00:00,-0.000163156
2023-07-31 17:00:00+00:00,-0.000125282
2023-08-01 17:00:00+00:00,0.000321142
2023-08-02 17:00:00+00:00,-0.000379998
2023-08-03 17:00:00+00:00,0.000723802
2023-08-04 17:00:00+00:00,0.000294425
2023-08-05 17:00:00+00:00,0.0
2023-08-06 17:00:00+00:00,0.000100703
2023-08-07 17:00:00+00:00,0.000499741
2023-08-08 17:00:00+00:00,0.000127189
2023-08-09 17:00:00+00:00,0.000134815
2023-08-10 17:00:00+00:00,0.000216238
2023-08-11 17:00:00+00:00,0.000522648
2023-08-12 17:00:00+00:00,0.000355775
2023-08-13 17:00:00+00:00,0.000176504
2023-08-14 17:00:00+00:00,0.000652337
2023-08-15 17:00:00+00:00,0.000647507
2023-08-16 17:00:00+00:00,8.1e-05
2023-08-17 17:00:00+00:00,0.000235574
2023-08-18 17:00:00+00:00,-0.000234703
2023-08-19 17:00:00+00:00,-0.000423417
2023-08-20 17:00:00+00:00,0.000124448
2023-08-21 17:00:00+00:00,-0.000737539
2023-08-22 17:00:00+00:00,-0.000337314
2023-08-23 17:00:00+00:00,-0.000199547
2023-08-24 17:00:00+00:00,0.000290664
2023-08-25 17:00:00+00:00,-0.000307525
2023-08-26 17:00:00+00:00,-0.000384999
2023-08-27 17:00:00+00:00,-0.000154285
2023-08-28 17:00:00+00:00,-0.000402349
2023-08-29 17:00:00+00:00,0.000331572
2023-08-30 17:00:00+00:00,0.000344712
2023-08-31 17:00:00+00:00,0.00036806
2023-09-01 17:00:00+00:00,-9.08e-05
2023-09-02 17:00:00+00:00,-0.000349739
2023-09-03 17:00:00+00:00,-0.000308957
2023-09-04 17:00:00+00:00,-0.000796788
2023-09-05 17:00:00+00:00,-0.000106111
2023-09-06 17:00:00+00:00,4.8e-05
2023-09-07 17:00:00+00:00,0.000369663
2023-09-08 17:00:00+00:00,0.000150063
2023-09-09 17:00:00+00:00,0.000156513
2023-09-10 17:00:00+00:00,-0.000375804
2023-09-11 17:00:00+00:00,3.93e-05
2023-09-12 17:00:00+00:00,0.000234929
2023-09-13 17:00:00+00:00,0.000277667
2023-09-14 17:00:00+00:00,0.000304796
2023-09-15 17:00:00+00:00,0.000462645
2023-09-16 17:00:00+00:00,-0.000430146
2023-09-17 17:00:00+00:00,8.09e-05
2023-09-18 17:00:00+00:00,-0.000442037
2023-09-19 17:00:00+00:00,0.000102737
2023-09-20 17:00:00+00:00,-7.97e-05
2023-09-21 17:00:00+00:00,-7.52e-05
2023-09-22 17:00:00+00:00,0.000795965
2023-09-23 17:00:00+00:00,7.25e-05
2023-09-24 17:00:00+00:00,2.38e-05
2023-09-25 17:00:00+00:00,0.000195721
2023-09-26 17:00:00+00:00,0.000452556
2023-09-27 17:00:00+00:00,
